forecast_date,target_date,forecast_1day,forecast_5day,actual_1day,actual_5day
2025-10-19,2025-10-23,143.9267986310769,143.82091216635766,152.71,154.16
2025-10-20,2025-10-24,143.9267986310769,143.82091216635766,151.09,157.24
2025-10-21,2025-10-25,143.9267986310769,143.82091216635766,145.38,159.75
2025-10-22,2025-10-26,143.9267986310769,143.82091216635766,148.4,165.78
2025-10-23,2025-10-27,143.9267986310769,143.82091216635766,154.16,165.78
2025-10-24,2025-10-28,143.9267986310769,143.82091216635766,157.24,165.78
2025-10-25,2025-10-29,143.9267986310769,143.82091216635766,159.75,165.78
2025-10-26,2025-10-30,143.9267986310769,143.82091216635766,165.78,165.78
2025-10-27,2025-11-10,143.9267986310769,143.82091216635766,165.78,153.92
2025-10-28,2025-11-11,143.9267986310769,143.82091216635766,165.78,153.92
2025-10-29,2025-11-12,143.9267986310769,143.82091216635766,165.78,140.57
2025-10-30,2025-11-13,143.9267986310769,143.82091216635766,165.78,142.19
2025-11-10,2025-11-14,161.72180025021527,159.18493070019656,153.92,138.67
2025-11-11,2025-11-15,161.72180025021527,159.18493070019656,153.92,140.45
2025-11-12,2025-11-16,161.72180025021527,159.18493070019656,140.57,142.72
2025-11-13,2025-11-17,161.72180025021527,159.18493070019656,142.19,138.23
2025-11-14,2025-11-18,161.72180025021527,159.18493070019656,138.67,139.67
2025-11-15,2025-11-19,161.72180025021527,159.18493070019656,140.45,138.49
2025-11-16,2025-11-20,161.72180025021527,159.18493070019656,142.72,140.09
2025-11-17,2025-11-21,161.72180025021527,159.18493070019656,138.23,144.83
2025-11-18,2025-11-22,161.72180025021527,159.18493070019656,139.67,141.42
2025-11-19,2025-11-23,161.72180025021527,159.18493070019656,138.49,144.77
2025-11-20,2025-11-24,161.72180025021527,159.18493070019656,140.09,140.25
2025-11-21,2025-11-25,161.72180025021527,159.18493070019656,144.83,139.59
2025-11-22,2025-11-26,161.72180025021527,159.18493070019656,141.42,145.76
2025-11-23,2025-11-27,161.72180025021527,159.18493070019656,144.77,144.42
2025-11-24,2025-11-28,161.72180025021527,159.18493070019656,140.25,138.63
2025-11-25,2025-11-29,161.72180025021527,159.18493070019656,139.59,142.14
2025-11-26,2025-11-30,161.72180025021527,159.18493070019656,145.76,142.94
